sid,display_name
3880285,Science | American Association for the Advancement of Science
4210191041,IEEE Transactions on Cybernetics | Institute of Electrical and Electronics Engineers
4210194710,Behavioral Sciences | Multidisciplinary Digital Publishing Institute
4210190322,Uzhhorod National University Herald Series Law | None
4210191542,Advances in Applied Mathematics | None
4210192951,Recherches sociographiques | Laval University Press
4210192154,Das Historisch-Politische Buch | Duncker & Humblot
4210190517,AI & Society | Springer Nature
4210193350,Drones | Multidisciplinary Digital Publishing Institute
4210190653,Politica | Aarhus University Library
4210194228,Современные наукоемкие технологии (Modern High Technologies) | Academy of Natural Science
4210190811,International Journal of Human-Computer Studies | Elsevier BV
4210189627,Universum Technical sciences | None
4210195431,npj Digital Medicine | Nature Portfolio
4210193419,Bioengineered | Taylor & Francis
4210194109,Journal of Transportation Engineering | American Society of Civil Engineers
4210194165,PREPOTIF Jurnal Kesehatan Masyarakat | Universitas Pahlawan Tuanku Tambusai
4210191986,EDUKATIF JURNAL ILMU PENDIDIKAN | Universitas Pahlawan Tuanku Tambusai
4210192688,Social Humanities and Educational Studies (SHEs) Conference Series | None
4210195560,INFRASTRUCTURE PLANNING REVIEW | None
4210190593,Advanced Quantum Technologies | Wiley
4210195076,Prawo Kanoniczne | Cardinal Stefan Wyszynski University in Warsaw
4210196985,Meat and Muscle Biology | None
4210196574,Jurnal Teknologi Informasi dan Ilmu Komputer | Brawijaya University
4210195673,PRX Quantum | American Physical Society
4210191917,Pedagogy Theory & Practice | None
4210194878,Journal of the Korean Association of Information Education | None
4210190514,Revista Latina de Comunicación Social | University of La Laguna
4210191798,Przegląd Prawa i Administracji | Wrocław University Press
4210193352,JIPI (Jurnal Ilmiah Penelitian dan Pembelajaran Informatika) | STKIP PGRI Tulungagung
4210194762,"Motif Akademi Halk Bilimi Dergisi | Association of Food Technology, Turkey"
4210189903,Klio - Czasopismo Poświęcone Dziejom Polski i Powszechnym | None
4210191687,Diversidade e Educação | Federal University of Rio Grande
4210190778,Russian investigator | None
4210192007,"Gestión en el Tercer Milenio | Universidad Nacional Mayor de San Marcos, Vicerectorado de Investigacion"
4210194443,Jurnal Ilmiah Dikdaya | None
4210193547,Proceedings of the ACM on Measurement and Analysis of Computing Systems | Association for Computing Machinery
4210193251,ACM Transactions on Human-Robot Interaction | Association for Computing Machinery
4210195181,Jurnal Teknologi Sistem Informasi dan Aplikasi | Universitas Pamulang
4210194841,USURJ University of Saskatchewan Undergraduate Research Journal | University of Saskatchewan
4210200754,Angewandte Chemie | Wiley
4210202285,SAE technical papers on CD-ROM/SAE technical paper series | None
4210205812,Applied Sciences | Multidisciplinary Digital Publishing Institute
4210202905,Electronics | Multidisciplinary Digital Publishing Institute
4210198394,International Journal of Research and Innovation in Social Science | None
4210201879,Processes | Multidisciplinary Digital Publishing Institute
4210202797,SHS Web of Conferences | EDP Sciences
4210202585,Agriculture | Multidisciplinary Digital Publishing Institute
4210197898,EKONOMIKA I UPRAVLENIE PROBLEMY RESHENIYA | Publishing House Scientific Library
4210201094,International Journal of Advanced Research in Science Communication and Technology | Shivkrupa Publication's
4210206222,Bulletin of the Atomic Scientists | Taylor & Francis
4210206302,Humanities and Social Sciences Communications | Palgrave Macmillan
4210206853,The Nurse Practitioner | Lippincott Williams & Wilkins
4210199767,the Journal of Academic Social Sciences | None
4210205855,Scientific Papers of Silesian University of Technology Organization and Management Series | Silesian University of Technology
4210205013,Journal of Clinical and Translational Science | Cambridge University Press
4210197684,Open Journal of Legal Science | None
4210200847,International Journal of Scientific Research in Computer Science Engineering and Information Technology | None
4210204166,International Journal of Agriculture Extension and Social Development | None
4210197014,Journal of applied science and environmental management | None
4210197101,Nauchnyi Dialog | None
4210200008,Sel skokhozyaistvennaya Biologiya | Russian Academy of Agricultural Sciences
4210202154,Asian Journal of Education and Social Studies | None
4210202442,The Journal of Social Sciences | None
4210201235,ACS ES&T Water | American Chemical Society
4210203548,Revista Portuguesa de Cardiologia | Elsevier BV
4210205400,Jurnal Obsesi Jurnal Pendidikan Anak Usia Dini | Universitas Pahlawan Tuanku Tambusai
4210197219,IMAPSource Proceedings | International Microelectronics Assembly and Packaging Society
4210204661,El-Mal Jurnal Kajian Ekonomi & Bisnis Islam | None
4210206835,Progress in Additive Manufacturing | Springer Science+Business Media
4210198748,Jurnal Ilmiah Manajemen Ekonomi & Akuntansi (MEA) | None
4210198080,Al-academy | None
4210201422,Jung Journal | Taylor & Francis
4210206696,Journal of Applied Informatics and Computing | Politeknik Negeri Batam
4210202430,Kalam Cendekia Jurnal Ilmiah Kependidikan | None
4210205684,La Palabra y el Hombre revista de la Universidad Veracruzana | Universidad Veracruzana
4210204586,Cahiers de civilisation espagnole contemporaine | Centre de Recherches Ibériques et Ibéro-Américaines
4210198757,Jurnal Agrotek Tropika | None
4210206067,Organicom | School of Communications and Arts of the University of São Paulo
4210206506,International Journal for Educational and Vocational Guidance | Springer Science+Business Media
4210198648,Jurnal JTIK (Jurnal Teknologi Informasi dan Komunikasi) | None
4210197728,Recherches | Presses universitaires de Strasbourg
4210202239,Jurnal Abdimas Kesehatan (JAK) | None
4210201937,Revista Pesquisa Qualitativa | None
4210200763,Librosdelacorte es | Autonomous University of Madrid
4210200581,Церковный историк | None
4210204112,Jurnal Adat dan Budaya Indonesia | Ganesha University of Education
4210198859,LC Revue de recherches sur Le Corbusier | Technical University of Valencia
4210211917,Applied Optics | Optica Publishing Group
4210207214,International Journal For Multidisciplinary Research | None
4210216427,International Journal of Gynecology & Obstetrics | Elsevier BV
4210216311,Materials Research Express | IOP Publishing
4210209736,International Journal of Academic Research in Business and Social Sciences | Human Resource Management Academic Research Society
4210216686,Laser & Optoelectronics Progress | None
4210209777,Applied Mathematics and Nonlinear Sciences | De Gruyter
4210209056,Revue Forestière Française | AgroParisTech
4210209078,IEEE Transactions on Systems Man and Cybernetics Systems | Institute of Electrical and Electronics Engineers
4210209631,Current Digest of the Russian Press The | East View Information Services
4210212157,Frontiers in Sustainable Food Systems | Frontiers Media
4210212079,Korean Circulation Journal | None
4210213485,Plant Science Today | None
4210208960,Cahiers de géographie du Québec | Laval University
4210208665,Anthropos | Nomos
4210212978,Al-Kharaj Jurnal Ekonomi Keuangan & Bisnis Syariah | None
4210211585,Journal of Ayurveda and Integrated Medical Sciences | None
4210216081,Proceedings of the ACM on Programming Languages | Association for Computing Machinery
4210211237,International Journal of Online and Biomedical Engineering (iJOE) | International Association of Online Engineering
4210208829,Jurnal Ilmiah Profesi Pendidikan | None
4210218115,Herald of Khmelnytskyi National University Technical sciences | None
4210210251,IEEE Transactions on Emerging Topics in Computational Intelligence | Institute of Electrical and Electronics Engineers
4210217403,MF Policy Paper | International Monetary Fund
4210210103,E-Jurnal Ekonomi dan Bisnis Universitas Udayana | None
4210210570,Jurnal SOLMA | None
4210210111,Jurnal Onoma Pendidikan Bahasa dan Sastra | Universitas Cokroaminoto Palopo
4210207857,Educación matemática | None
4210213923,Jurnal Aisyah Jurnal Ilmu Kesehatan | None
4210214173,Visnik Nacional noi academii nauk Ukrai ni | None
4210210464,Jurnal Review Pendidikan dan Pengajaran | Universitas Pahlawan Tuanku Tambusai
4210211945,Formación universitaria | SciELO
4210217338,Y HOC TP HO CHI MINH | None
4210214878,Milli Eğitim Dergisi | None
4210214168,Advances in Educational Technology and Psychology | None
4210210296,International Journal of Science and Management Studies (IJSMS) | None
4210216630,G-Couns Jurnal Bimbingan dan Konseling | None
4210213151,Cybersecurity Education Science Technique | None
4210210031,Arbitrazh-civil procedure | None
4210208244,Indonesian Journal of Law and Economics Review | Universitas Muhammadiyah Sidoarjo
4210207514,Христианское чтение | None
4210210785,AVANCA | CINEMA | None
4210216369,European Procurement & Public Private Partnership Law Review | Lexxion Verlag
4210217482,Revista ECO-Pós | None
4210216998,ТРАДИЦИОННАЯ КУЛЬТУРА | None
4210209908,Abusões | Universidade do Estado do Rio de Janeiro
4210214524,Micro and Nano Engineering | Elsevier BV
4210207412,TANGRAM - Revista de Educação Matemática | Federal University of Grande Dourados
4210209713,Revista latinoamericana de educación inclusiva | None
4210217004,Revista del IICE | None
4210207755,Vidya | None
4210223487,Academy of Management Proceedings | Academy of Management
4210220588,European Journal of Public Health | Oxford University Press
4210223820,World Journal of Advanced Research and Reviews | GSC Online Press
4210219382,The Proceedings of the Annual Convention of the Japanese Psychological Association | The Japanese Psychological Association
4210219560,Current Developments in Nutrition | Elsevier BV
4210226234,Vaccines | Multidisciplinary Digital Publishing Institute
4210221379,Korean Journal of Anesthesiology | Korean Society of Anesthesiologists
4210227089,Економіка та суспільство | None
4210222330,Nouvelle revue théologique | None
4210222700,Lectures | OpenEdition Journals
4210222784,Innovate Pedagogy | Black Sea Research Institute of Economics and Innovation
4210224230,Brazilian Journal of Implantology and Health Sciences | None
4210229033,Relations industrielles | Érudit
4210226185,Proceedings of the VLDB Endowment | Association for Computing Machinery
4210219410,Systems | Multidisciplinary Digital Publishing Institute
4210220886,Wohnrechtliche Blätter | Verlag Österreich
4210227743,Academia Open | Universitas Muhammadiyah Sidoarjo
4210219724,International scientific journal Internauka Series Economical Sciences | None
4210223683,Asian Journal of Economics Business and Accounting | Sciencedomain International
4210226432,Quantum | Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften
4210226504,Taurian Scientific Herald | None
4210222494,Sustainable Futures | Elsevier BV
4210226437,Anuário do Instituto de Geociências | Federal University of Rio de Janeiro
4210220080,Экономика сельского хозяйства России | None
4210223401,Sustainable Development | None
4210225698,Journal of Applied Research | None
4210227144,Вісник Херсонського національного технічного університету | Kherson National Technical University
4210227108,Ecological Sciences | None
4210222313,Leidfaden | Vandenhoeck & Ruprecht
4210224958,JURNAL ILMU KEDOKTERAN DAN KESEHATAN | None
4210226464,Ecologica Montenegrina | Centre for Biodiversity of Montenegro
4210224481,Vivat Academia | Forum XXI
4210226983,Glossa a journal of general linguistics | Ubiquity Press
4210225271,RSUH/RGGU Bulletin Literary Theory Linguistics Cultural Studies Series | Russian State University for the Humanities
4210222687,Вестник ЦНИИТ | None
4210220348,Studia Prawnoustrojowe | None
4210227927,Miscellanea Historico-Iuridica | University of Białystok
4210223383,Iskusstvo Evrazii [The Art of Eurasia] | None
4210228953,Logistique & Management | Taylor & Francis
4210226637,Periódico Técnico e Científico Cidades Verdes | None
4210228812,RUDN Journal of Philosophy | Peoples' Friendship University of Russia
4210226693,Russian judge | None
4210227096,Tropical Animal Science Journal | Bogor Institute of Agriculture
4210219182,Revista Educação e Emancipação | Universidade Federal do Maranhão
4210226558,Aoristo - International Journal of Phenomenology Hermeneutics and Metaphysics | None
4210221288,Turkish Studies - Comparative Religious Studies | ASOS Eğitim Bilişim Danışmanlık
4210229117,Revista perspectivas/Perspectiva | Francisco de Paula Santander University
4210225316,Musical Art and Education | None
4210228531,Journal of Korean Coaching Research | None
4210219506,Equatorial – Revista do Programa de Pós-Graduação em Antropologia Social | None
4210240710,International Journal of Science and Research (IJSR) | None
4210229544,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec) | Japan Society Mechanical Engineers
4210238184,"Revista Ibero-Americana de Humanidades, Ciências e Educação | Arche Scientific and Editorial Consultancy"
4210236697,International Journal of Advanced Biochemistry Research | None
4210229390,British Journal of Urology | Wiley
4210237828,Juridical scientific and electronic journal | Publishing House Helvetica
4210233251,NDT & E International | Elsevier BV
4210231119,Aging | Impact Journals LLC
4210239051,Revista Eletrônica Acervo Saúde | Revista Eletrônica Acervo Saúde
4210239748,International Journal of Research in Agronomy | None
4210239397,JATI (Jurnal Mahasiswa Teknik Informatika) | None
4210240506,Tạp chí Y học Cộng đồng | None
4210234749,JMIR Formative Research | None
4210229292,Canadian-American Slavic Studies | Brill
4210230230,Bulletin of the Altai Academy of Economics and law | Altai Academy of Economics and Law
4210238993,Revista Multidisciplinar do Nordeste Mineiro | None
4210231120,Istoriya | Integration: Education and Science
4210240794,Law and Society | None
4210236440,International Journal of English Literature and Social Sciences | None
4210236372,Jurnal Basicedu | Universitas Pahlawan Tuanku Tambusai
4210237324,Herald of Khmelnytskyi National University Economic sciences | None
4210240564,International Ayurvedic Medical Journal | None
4210239011,World Journal of Advanced Engineering Technology and Sciences | GSC Online Press
4210233319,Méditerranée | Presses Universitaires de Provence
4210234098,RENOTE | Associação Sul-Rio-Grandense de Pesquisadores em História da Educação (ASPHE)
4210232664,npj Computational Materials | Nature Portfolio
4210231234,Archiwa Biblioteki i Muzea Kościelne | John Paul II Catholic University of Lublin
4210238526,Revue européenne de migrations internationales | University of Poitiers
4210235696,RIDE Revista Iberoamericana para la Investigación y el Desarrollo Educativo | None
4210232029,Arts | Multidisciplinary Digital Publishing Institute
4210232963,EKOMBIS REVIEW Jurnal Ilmiah Ekonomi dan Bisnis | None
4210231090,Economic Analysis | West Ukrainian National University
4210234583,Indonesian Journal of Computer Science | None
4210235661,Horizontes Revista de Investigación en Ciencias de la Educación | None
4210238745,Journal of Insects as Food and Feed | None
4210238569,Health Care of the Russian Federation | None
4210240094,Bioscientist Jurnal Ilmiah Biologi | None
4210236477,Administrative law and procedure | None
4210229457,Cadernos de Campo (São Paulo 1991) | None
4210237151,INTECOMS Journal of Information Technology and Computer Science | None
4210238428,Prosiding Seminar Nasional Pembangunan dan Pendidikan Vokasi Pertanian | None
4210230240,Vestnik slavianskikh kul’tur [Bulletin of Slavic Cultures] | None
4210231512,Gelanggang Olahraga Jurnal Pendidikan Jasmani dan Olahraga (JPJO) | None
4210233353,Orbis tertius | National University of La Plata
4210235076,TRADUÇÃO EM REVISTA | None
4210229770,Uniped | Universitetsforlaget
4210234807,JASa (Jurnal Akuntansi Audit dan Sistem Informasi Akuntansi) | None
4210235004,Revista Brasileira de Sociologia - RBS | Sociedade Brasileira de Sociologia
4210232740,Diyalog Interkulturelle Zeitschrift Für Germanistik | None
4393917726,BMJ | None
4220651000,Abstracts with programs - Geological Society of America | Geological Society of America
4306509401,Endocrine Abstracts | Bioscientifica
4306540603,Экономика и предпринимательство | None
4220650854,Proceedings | None
4220651193,"EDULEARN proceedings | International Academy of Technology, Education and Development"
4220650844,International Multidisciplinary Scientific GeoConference SGEM ... | None
7407050898,JACOW | None
4220650861,"INTED proceedings | International Academy of Technology, Education and Development"
4220651900,"ICERI proceedings | International Academy of Technology, Education and Development"
4394735581,Africa Research Bulletin Economic Financial and Technical Series | None
7407050941,PRSM | None
4306499929,AAP News | None
5407051956,Philosophie Magazine | None
4220651959,AHFE international | None
4220651876,Anais ... Encontro Nacional de Engenharia de Produção/Anais do Encontro Nacional de Engenharia de Produção | None
5407000720,Iconic Research and Engineering Journals | None
5406984700,International Journal on Science and Technology | None
4387284301,Optician | Mark Allen Group
4306528913,Russian Journal of Education and Psychology | None
4393920114,Anais do Simpósio Brasileiro de Pesquisa Operacional | None
4387292106,The Thai Journal of Veterinary Medicine | None
4306526848,Revista de la Academia Colombiana de Ciencias Exactas Físicas y Naturales | None
4306537655,مجلة دراسات وأبحاث | None
4306504684,BOLETÍN DE LA BIBLIOTECA DE MENÉNDEZ PELAYO | None
4404663141,Человеческий капитал. | None
4387285449,International Journal of Agriculture and Food Science | None
4387286287,Revista de Contabilidad y Tributación CEF | None
4394735566,Computer law & security review | None
4306507249,CUADERNOS DE DERECHO TRANSNACIONAL | None
4387278410,Jurnal Pendidikan Indonesia | None
4404676297,"Modelirovanie, optimizaciâ i informacionnye tehnologii. | None"
4387284607,ЖУРНАЛ ПРАВОВЫХ И ЭКОНОМИЧЕСКИХ ИССЛЕДОВАНИЙ | None
4387284189,Jurnal Ilmu Administrasi Bisnis | None
4387285560,International Journal of Research in English | None
4306522116,Patrimônio e memória | UNESP
5406987533,PRAWO i WIĘŹ | None
5407054561,Transfer Berufsbildung in Forschung und Praxis | None
4387279341,Cuadernos Fronterizos | Autonomous University of Ciudad Juárez
4394708434,Sozialmagazin | None
4404663242,Enjeux numériques. | None
4387284836,Déméter | University of Lille
4387289423,Afrique en mouvement | None
5407019790,Phenomenology Humanities and Sciences | None
